vote_2020,age,gender,interest,state,household_income,hispanic,education,ideo5,vote_trump,vote_Biden,agegroup,race
Joe Biden,65,Female,Most of the time,CO,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,51 to 65,White
Donald Trump,54,Female,Only now and then,WV,"Less than $14,999",Not Hispanic,Completed some high school,Not Sure,1,0,51 to 65,White
Donald Trump,40,Male,Most of the time,CA,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Very Liberal,1,0,36 to 50,White
Donald Trump,57,Male,Some of the time,AZ,"$50,000 to $54,999",Not Hispanic,Associate Degree,Conservative,1,0,51 to 65,White
Joe Biden,66,Male,Most of the time,NC,"$50,000 to $54,999",Not Hispanic,High school graduate,Moderate,0,1,66 to 80,White
Donald Trump,73,Male,Some of the time,PA,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Donald Trump,61,Male,Most of the time,VA,"$95,000 to $99,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Joe Biden,42,Male,Some of the time,MA,"$100,000 to $124,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,Chinese
Joe Biden,38,Male,Most of the time,NY,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Donald Trump,56,Male,Only now and then,IL,"$60,000 to $64,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,1,0,51 to 65,White
Donald Trump,50,Male,Some of the time,SC,"$30,000 to $34,999",Not Hispanic,Completed some high school,Very Conservative,1,0,36 to 50,White
Joe Biden,61,Male,Most of the time,OR,"$175,000 to $199,999",Not Hispanic,Associate Degree,Moderate,0,1,51 to 65,White
Joe Biden,34,Female,Only now and then,GA,"$25,000 to $29,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,21 to 35,White
Donald Trump,32,Female,Some of the time,LA,"$125,000 to $149,999",Not Hispanic,High school graduate,Very Conservative,1,0,21 to 35,White
Donald Trump,60,Male,Most of the time,MO,"$30,000 to $34,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Donald Trump,58,Female,Some of the time,FL,"$50,000 to $54,999",Not Hispanic,High school graduate,Moderate,1,0,51 to 65,White
Joe Biden,48,Male,Some of the time,KY,"$30,000 to $34,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Joe Biden,33,Female,Most of the time,MI,"$40,000 to $44,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,21 to 35,White
Donald Trump,60,Female,Some of the time,PA,"$30,000 to $34,999",Not Hispanic,Completed some high school,Moderate,1,0,51 to 65,White
Donald Trump,56,Male,Most of the time,IL,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,42,Male,Most of the time,GA,"$25,000 to $29,999",Not Hispanic,High school graduate,Moderate,0,1,36 to 50,"Black, or African American"
Joe Biden,35,Male,Some of the time,CA,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,White
Joe Biden,20,Male,Most of the time,WA,"$50,000 to $54,999",Mexican,"Completed some college, but no degree",Very Liberal,0,1,20 or less,White
Donald Trump,38,Male,Hardly at all,CA,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,36 to 50,other asian or pacific islander
Joe Biden,40,Male,Some of the time,DE,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,36 to 50,White
Joe Biden,34,Female,Some of the time,FL,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,21 to 35,White
Joe Biden,28,Male,Some of the time,TX,"$45,000 to $49,999",Not Hispanic,Completed some high school,Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,53,Female,Most of the time,TX,"$15,000 to $19,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,"Black, or African American"
Joe Biden,27,Female,Hardly at all,NC,"$30,000 to $34,999",Mexican,"College Degree (such as B.A., B.S.)",Conservative,0,1,21 to 35,White
Joe Biden,24,Female,Some of the time,CA,"$65,000 to $69,999",Mexican,Masters degree,Liberal,0,1,21 to 35,Chinese
Donald Trump,31,Female,Some of the time,TN,"$100,000 to $124,999",Other Hispanic,Masters degree,Conservative,1,0,21 to 35,White
Donald Trump,62,Female,Some of the time,OR,"Less than $14,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,White
Joe Biden,24,Female,Only now and then,WA,"$65,000 to $69,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,White
Joe Biden,72,Male,Most of the time,IL,"$150,000 to $174,999",Not Hispanic,Masters degree,Conservative,0,1,66 to 80,White
Joe Biden,59,Female,Some of the time,MD,"$125,000 to $149,999",Other Hispanic,Associate Degree,Moderate,0,1,51 to 65,White
Donald Trump,62,Female,Most of the time,MS,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,51 to 65,White
Joe Biden,50,Male,Most of the time,MI,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,36 to 50,White
Joe Biden,35,Male,Some of the time,CA,"$15,000 to $19,999",Mexican,Completed some high school,Moderate,0,1,21 to 35,Other race
Donald Trump,60,Male,Only now and then,CA,"Less than $14,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Joe Biden,49,Female,Only now and then,PA,"$60,000 to $64,999",Not Hispanic,Associate Degree,Moderate,0,1,36 to 50,"Black, or African American"
Donald Trump,79,Male,Some of the time,WI,"$20,000 to $24,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Donald Trump,61,Female,Some of the time,NC,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Donald Trump,44,Male,Some of the time,NY,"$35,000 to $39,999",Other Hispanic,Completed some high school,Very Conservative,1,0,36 to 50,White
Joe Biden,62,Male,Most of the time,IN,"$75,000 to $79,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Joe Biden,31,Male,Some of the time,CA,"$45,000 to $49,999",Mexican,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,White
Donald Trump,20,Male,Some of the time,TX,"$20,000 to $24,999",Not Hispanic,Completed some high school,Conservative,1,0,20 or less,White
Donald Trump,51,Male,Most of the time,NY,"$125,000 to $149,999",Not Hispanic,Masters degree,Conservative,1,0,51 to 65,other asian or pacific islander
Donald Trump,37,Male,Some of the time,NY,"$200,000 to $249,999",Not Hispanic,Masters degree,Liberal,1,0,36 to 50,White
Joe Biden,50,Male,Most of the time,WA,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,36 to 50,White
Joe Biden,44,Female,Most of the time,NC,"$15,000 to $19,999",Not Hispanic,Completed some high school,Moderate,0,1,36 to 50,White
Joe Biden,26,Female,Some of the time,WA,"$20,000 to $24,999",Not Hispanic,Completed some high school,Moderate,0,1,21 to 35,White
Joe Biden,38,Female,Most of the time,VA,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,36 to 50,White
Joe Biden,52,Female,Some of the time,SC,"$45,000 to $49,999",Not Hispanic,Completed some high school,Very Liberal,0,1,51 to 65,White
Joe Biden,59,Female,Some of the time,IL,"$25,000 to $29,999",Not Hispanic,Completed some high school,Liberal,0,1,51 to 65,White
Joe Biden,32,Female,Most of the time,NJ,"Less than $14,999",Other Hispanic,High school graduate,Moderate,0,1,21 to 35,Other race
Donald Trump,47,Female,Only now and then,FL,"$20,000 to $24,999",Not Hispanic,Completed some high school,Moderate,1,0,36 to 50,White
Donald Trump,60,Female,Most of the time,MD,"$40,000 to $44,999",Not Hispanic,Completed some high school,Conservative,1,0,51 to 65,White
Joe Biden,37,Female,Most of the time,CA,"$150,000 to $174,999",Mexican,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,"Black, or African American"
Donald Trump,25,Male,Only now and then,IL,"$125,000 to $149,999",Not Hispanic,Associate Degree,Conservative,1,0,21 to 35,White
Joe Biden,41,Male,Most of the time,CO,"$45,000 to $49,999",Mexican,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,other asian or pacific islander
Joe Biden,23,Female,Some of the time,VA,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,62,Female,Only now and then,NY,"Less than $14,999",Puerto Rican,"Completed some college, but no degree",Liberal,0,1,51 to 65,White
Joe Biden,37,Female,Most of the time,CT,"$35,000 to $39,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,"Black, or African American"
Donald Trump,32,Male,Most of the time,OH,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,21 to 35,White
Joe Biden,41,Male,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,"Black, or African American"
Joe Biden,19,Female,Some of the time,NY,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,20 or less,"Black, or African American"
Donald Trump,50,Male,Only now and then,CA,"$30,000 to $34,999",Not Hispanic,High school graduate,Conservative,1,0,36 to 50,White
Joe Biden,29,Male,Most of the time,MO,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,21 to 35,White
Joe Biden,45,Female,Some of the time,KY,"$100,000 to $124,999",Not Hispanic,High school graduate,Moderate,0,1,36 to 50,White
Joe Biden,62,Female,Some of the time,CT,"$55,000 to $59,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Joe Biden,51,Female,Most of the time,TN,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,51 to 65,"Black, or African American"
Donald Trump,43,Male,Most of the time,NY,"$75,000 to $79,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Donald Trump,68,Female,Hardly at all,FL,"$15,000 to $19,999",Other Hispanic,High school graduate,Not Sure,1,0,66 to 80,White
Joe Biden,46,Male,Most of the time,MI,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,"Black, or African American"
Donald Trump,43,Female,Most of the time,NC,"$75,000 to $79,999",Not Hispanic,Doctorate degree,Liberal,1,0,36 to 50,White
Joe Biden,44,Female,Most of the time,OR,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Donald Trump,58,Female,Most of the time,PA,"$35,000 to $39,999",Not Hispanic,Completed some high school,Very Conservative,1,0,51 to 65,White
Donald Trump,30,Female,Hardly at all,NJ,"$250,000 and above",Not Hispanic,"College Degree (such as B.A., B.S.)",Not Sure,1,0,21 to 35,White
Joe Biden,23,Female,Only now and then,TN,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,21 to 35,"Black, or African American"
Donald Trump,29,Female,Some of the time,PA,"$40,000 to $44,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,21 to 35,White
Donald Trump,40,Female,Most of the time,CA,"$250,000 and above",Other Hispanic,Doctorate degree,Conservative,1,0,36 to 50,Other race
Donald Trump,54,Female,Only now and then,AZ,"$40,000 to $44,999",Not Hispanic,Associate Degree,Not Sure,1,0,51 to 65,White
Joe Biden,33,Male,Most of the time,CA,"$45,000 to $49,999",Other Hispanic,"Completed some college, but no degree",Liberal,0,1,21 to 35,Other race
Donald Trump,49,Male,Most of the time,OR,"$200,000 to $249,999",Mexican,"College Degree (such as B.A., B.S.)",Very Liberal,1,0,36 to 50,White
Donald Trump,34,Female,Some of the time,MO,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,21 to 35,White
Joe Biden,43,Male,Most of the time,NJ,"$50,000 to $54,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,White
Joe Biden,55,Female,Some of the time,NY,"$35,000 to $39,999",Not Hispanic,Associate Degree,Moderate,0,1,51 to 65,White
Donald Trump,18,Male,Only now and then,TX,"Less than $14,999",Not Hispanic,Middle School - Grades 4 - 8,Liberal,1,0,20 or less,"Black, or African American"
Donald Trump,51,Female,Some of the time,MA,"$200,000 to $249,999",Not Hispanic,"Completed some college, but no degree",Liberal,1,0,51 to 65,White
Joe Biden,37,Female,Most of the time,SC,"$85,000 to $89,999",Not Hispanic,Doctorate degree,Moderate,0,1,36 to 50,White
Joe Biden,55,Female,Some of the time,FL,"$50,000 to $54,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Joe Biden,18,Female,Most of the time,NY,"$250,000 and above",Not Hispanic,High school graduate,Very Liberal,0,1,20 or less,White
Donald Trump,70,Female,Some of the time,FL,"$55,000 to $59,999",Not Hispanic,High school graduate,Moderate,1,0,66 to 80,White
Joe Biden,74,Female,Most of the time,PA,"$40,000 to $44,999",Not Hispanic,High school graduate,Moderate,0,1,66 to 80,White
Donald Trump,71,Male,Some of the time,CA,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Joe Biden,29,Female,Most of the time,GA,"$35,000 to $39,999",Other Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,21 to 35,White
Donald Trump,25,Female,Some of the time,AL,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,21 to 35,White
Donald Trump,40,Female,Only now and then,TX,"$100,000 to $124,999",Mexican,"College Degree (such as B.A., B.S.)",Conservative,1,0,36 to 50,White
Donald Trump,21,Female,Most of the time,TX,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,1,0,21 to 35,White
Donald Trump,41,Male,Some of the time,NY,"$150,000 to $174,999",Other Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Joe Biden,55,Female,Some of the time,NY,"$35,000 to $39,999",Not Hispanic,Associate Degree,Moderate,0,1,51 to 65,White
Donald Trump,58,Female,Only now and then,CA,"$125,000 to $149,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,48,Female,Most of the time,NM,"Less than $14,999",Mexican,"Completed some college, but no degree",Very Liberal,0,1,36 to 50,Other race
Joe Biden,73,Female,Some of the time,IN,"$25,000 to $29,999",Not Hispanic,High school graduate,Very Liberal,0,1,66 to 80,White
Donald Trump,29,Female,Some of the time,UT,"$75,000 to $79,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,21 to 35,White
Donald Trump,60,Male,Most of the time,MO,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Joe Biden,48,Female,Most of the time,IN,"$85,000 to $89,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,"Black, or African American"
Donald Trump,77,Female,Most of the time,OH,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,66 to 80,White
Donald Trump,79,Male,Most of the time,CA,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Joe Biden,51,Female,Only now and then,CA,"$15,000 to $19,999",Other Hispanic,"Completed some college, but no degree",Conservative,0,1,51 to 65,Other race
Donald Trump,57,Male,Some of the time,OH,"$35,000 to $39,999",Other Hispanic,"Completed some college, but no degree",Not Sure,1,0,51 to 65,White
Donald Trump,57,Male,Some of the time,IL,"$25,000 to $29,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,40,Male,Most of the time,NY,"$200,000 to $249,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Donald Trump,70,Female,Most of the time,NY,"$35,000 to $39,999",Mexican,High school graduate,Conservative,1,0,66 to 80,White
Joe Biden,37,Male,Most of the time,FL,"Less than $14,999",Other Hispanic,Completed some high school,Very Liberal,0,1,36 to 50,"Black, or African American"
Donald Trump,58,Male,Most of the time,TX,"Less than $14,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,White
Joe Biden,45,Female,Some of the time,NE,"$55,000 to $59,999",Not Hispanic,Associate Degree,Moderate,0,1,36 to 50,White
Joe Biden,65,Female,Some of the time,OR,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Joe Biden,65,Female,Most of the time,NC,"$20,000 to $24,999",Not Hispanic,High school graduate,Liberal,0,1,51 to 65,White
Joe Biden,52,Male,Only now and then,WA,"Less than $14,999",Not Hispanic,High school graduate,Very Liberal,0,1,51 to 65,White
Joe Biden,41,Female,Only now and then,FL,"$15,000 to $19,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,36 to 50,White
Donald Trump,40,Male,Most of the time,TX,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,1,0,36 to 50,White
Joe Biden,54,Male,Some of the time,KS,"$20,000 to $24,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Donald Trump,29,Female,Most of the time,CA,"$70,000 to $74,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,21 to 35,White
Donald Trump,30,Male,Only now and then,WA,"Less than $14,999",Not Hispanic,High school graduate,Conservative,1,0,21 to 35,White
Donald Trump,71,Female,Some of the time,AZ,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,66,Male,Most of the time,NY,"$80,000 to $84,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,66 to 80,White
Joe Biden,45,Male,Most of the time,OK,"$30,000 to $34,999",Not Hispanic,Associate Degree,Moderate,0,1,36 to 50,American Indian or Alaska Native
Joe Biden,22,Male,Some of the time,MD,"$50,000 to $54,999",Not Hispanic,High school graduate,Liberal,0,1,21 to 35,White
Donald Trump,48,Female,Some of the time,OH,"$125,000 to $149,999",Not Hispanic,Masters degree,Conservative,1,0,36 to 50,White
Joe Biden,44,Male,Most of the time,WI,"$125,000 to $149,999",Not Hispanic,Masters degree,Very Liberal,0,1,36 to 50,White
Joe Biden,37,Male,Most of the time,IL,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,36 to 50,White
Joe Biden,69,Male,Most of the time,TX,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Joe Biden,58,Female,Most of the time,MA,"$25,000 to $29,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,"Black, or African American"
Joe Biden,58,Male,Most of the time,VA,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Donald Trump,39,Female,Most of the time,NV,"$75,000 to $79,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,36 to 50,White
Donald Trump,63,Male,Most of the time,NJ,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Joe Biden,70,Female,Most of the time,DE,"$20,000 to $24,999",Not Hispanic,High school graduate,Moderate,0,1,66 to 80,"Black, or African American"
Joe Biden,22,Female,Most of the time,AZ,"$35,000 to $39,999",Mexican,"Completed some college, but no degree",Liberal,0,1,21 to 35,Other race
Joe Biden,36,Male,Hardly at all,TX,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,36 to 50,"Black, or African American"
Donald Trump,62,Male,Most of the time,NY,"$250,000 and above",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,40,Male,Some of the time,NY,"$20,000 to $24,999",Mexican,Completed some high school,Liberal,1,0,36 to 50,White
Joe Biden,25,Male,Some of the time,WA,"$20,000 to $24,999",Not Hispanic,Completed some high school,Liberal,0,1,21 to 35,White
Joe Biden,38,Male,Most of the time,AZ,"$75,000 to $79,999",Mexican,Associate Degree,Moderate,0,1,36 to 50,White
Joe Biden,34,Female,Most of the time,MO,"$60,000 to $64,999",Not Hispanic,Masters degree,Very Liberal,0,1,21 to 35,White
Joe Biden,23,Female,Most of the time,AL,"Less than $14,999",Colombian,High school graduate,Moderate,0,1,21 to 35,White
Donald Trump,55,Male,Some of the time,AZ,"$70,000 to $74,999",Mexican,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,"Black, or African American"
Joe Biden,18,Female,Most of the time,CA,"$30,000 to $34,999",Mexican,High school graduate,Liberal,0,1,20 or less,White
Joe Biden,33,Female,Some of the time,MN,"Less than $14,999",Not Hispanic,Completed some high school,Moderate,0,1,21 to 35,White
Donald Trump,38,Male,Most of the time,NY,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,White
Joe Biden,26,Male,Some of the time,CA,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,other asian or pacific islander
Joe Biden,36,Male,Most of the time,LA,"$70,000 to $74,999",Mexican,High school graduate,Moderate,0,1,36 to 50,White
Joe Biden,50,Male,Only now and then,LA,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Not Sure,0,1,36 to 50,White
Donald Trump,21,Male,Most of the time,NY,"$45,000 to $49,999",Mexican,Completed some high school,Conservative,1,0,21 to 35,Other race
Joe Biden,65,Female,Most of the time,CT,"$35,000 to $39,999",Not Hispanic,Completed some high school,Very Liberal,0,1,51 to 65,White
Donald Trump,40,Male,Some of the time,AL,"$75,000 to $79,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,36 to 50,White
Donald Trump,32,Female,Some of the time,AZ,"Less than $14,999",Mexican,Associate Degree,Liberal,1,0,21 to 35,Other race
Joe Biden,18,Female,Some of the time,OH,"$20,000 to $24,999",Not Hispanic,High school graduate,Very Liberal,0,1,20 or less,"Black, or African American"
Joe Biden,61,Female,Most of the time,UT,"$70,000 to $74,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,51 to 65,White
Joe Biden,21,Female,Some of the time,AZ,"$80,000 to $84,999",Mexican,Middle School - Grades 4 - 8,Moderate,0,1,21 to 35,Other race
Joe Biden,69,Male,Some of the time,CA,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,66 to 80,White
Joe Biden,22,Female,Most of the time,TX,"$90,000 to $94,999",Mexican,"Completed some college, but no degree",Very Liberal,0,1,21 to 35,White
Joe Biden,39,Male,Most of the time,VA,"$250,000 and above",Not Hispanic,Masters degree,Not Sure,0,1,36 to 50,White
Donald Trump,69,Female,Only now and then,CA,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,46,Female,Some of the time,NC,"Less than $14,999",Not Hispanic,High school graduate,Moderate,1,0,36 to 50,American Indian or Alaska Native
Donald Trump,47,Female,Some of the time,CA,"$100,000 to $124,999",Not Hispanic,Masters degree,Conservative,1,0,36 to 50,Chinese
Joe Biden,45,Female,Some of the time,NJ,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,"Black, or African American"
Joe Biden,30,Male,Most of the time,CA,"$75,000 to $79,999",Not Hispanic,Doctorate degree,Liberal,0,1,21 to 35,White
Joe Biden,65,Male,Most of the time,IL,"$100,000 to $124,999",Not Hispanic,Masters degree,Liberal,0,1,51 to 65,White
Donald Trump,36,Male,Only now and then,CA,"$65,000 to $69,999",Not Hispanic,Associate Degree,Moderate,1,0,36 to 50,other asian or pacific islander
Donald Trump,48,Male,Some of the time,AL,"$125,000 to $149,999",Not Hispanic,Masters degree,Liberal,1,0,36 to 50,White
Donald Trump,42,Male,Some of the time,DC,"$100,000 to $124,999",Not Hispanic,Masters degree,Moderate,1,0,36 to 50,White
Joe Biden,50,Male,Some of the time,FL,"$20,000 to $24,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,36 to 50,White
Joe Biden,77,Male,Most of the time,CA,"$250,000 and above",Not Hispanic,Masters degree,Liberal,0,1,66 to 80,White
Donald Trump,53,Male,Most of the time,VA,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,33,Male,Some of the time,CO,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,21 to 35,White
Donald Trump,40,Male,Some of the time,NY,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,White
Donald Trump,42,Male,Some of the time,FL,"$85,000 to $89,999",Mexican,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,Other race
Donald Trump,39,Male,Some of the time,PA,"$175,000 to $199,999",Not Hispanic,Masters degree,Liberal,1,0,36 to 50,White
Donald Trump,45,Male,Some of the time,NY,"$55,000 to $59,999",Not Hispanic,Masters degree,Liberal,1,0,36 to 50,White
Joe Biden,19,Female,Most of the time,CA,"$35,000 to $39,999",Mexican,High school graduate,Very Liberal,0,1,20 or less,Other race
Donald Trump,49,Female,Only now and then,LA,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,36 to 50,White
Joe Biden,35,Male,Most of the time,OR,"Less than $14,999",Not Hispanic,High school graduate,Very Liberal,0,1,21 to 35,White
Joe Biden,32,Male,Some of the time,CT,"Less than $14,999",Not Hispanic,High school graduate,Liberal,0,1,21 to 35,White
Joe Biden,65,Male,Most of the time,NJ,"$150,000 to $174,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,51 to 65,White
Joe Biden,20,Male,Some of the time,IL,"$95,000 to $99,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,20 or less,"Black, or African American"
Donald Trump,73,Male,Most of the time,CA,"$150,000 to $174,999",Not Hispanic,Masters degree,Conservative,1,0,66 to 80,White
Donald Trump,38,Male,Some of the time,AL,"$30,000 to $34,999",Not Hispanic,Masters degree,Moderate,1,0,36 to 50,White
Donald Trump,51,Male,Most of the time,FL,"$75,000 to $79,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,"Black, or African American"
Donald Trump,65,Female,Only now and then,TN,"$50,000 to $54,999",Not Hispanic,Associate Degree,Conservative,1,0,51 to 65,American Indian or Alaska Native
Donald Trump,39,Male,Most of the time,MI,"$175,000 to $199,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Donald Trump,63,Male,Only now and then,OH,"$70,000 to $74,999",Not Hispanic,High school graduate,Liberal,1,0,51 to 65,White
Joe Biden,68,Male,Most of the time,FL,"$30,000 to $34,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,66 to 80,White
Joe Biden,69,Male,Some of the time,NV,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Joe Biden,39,Female,Some of the time,CA,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,"Black, or African American"
Joe Biden,68,Male,Most of the time,VA,"$40,000 to $44,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Joe Biden,24,Male,Most of the time,TX,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,50,Female,Some of the time,FL,"$15,000 to $19,999",Mexican,"Completed some college, but no degree",Liberal,0,1,36 to 50,Other race
Donald Trump,51,Male,Hardly at all,MI,"$75,000 to $79,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,White
